COUNTRY,Country,INDICATOR,Indicator,YEAR,Year,Value,Flag Codes,Flags
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,447.6628935,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,429.4233797,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,437.8050853,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,399.177392,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,403.8049046,,
ALB,Albania,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,384.4889314,,
ARM,Armenia,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2000,2000,147.0000281,,
ARM,Armenia,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2001,2001,133.1194465,,
ARM,Armenia,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2000,2000,88.68485411,,
ARM,Armenia,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2001,2001,90.00575462,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.183181578,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.187803434,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.143448645,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.105426921,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.088365152,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.121220586,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.130496621,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.121483673,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.126206943,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.110515032,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.12392759,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.122895055,,
ARM,Armenia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.11838639,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,213.7062933,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,302.0186096,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,302.608702,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,323.0576027,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,345.4148778,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,353.6448452,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,410.1547266,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,420.6593021,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,459.8621819,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,423.6214773,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,497.8456226,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,450.5507027,,
ARM,Armenia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,435.6562747,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.021894788,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.021674354,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.020278577,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.01686263,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.016668928,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.017583041,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.015532114,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.013706152,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.013306531,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.014567627,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.015746589,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.018862188,,
AUS,Australia,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.020332187,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,697.6487205,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,758.7581586,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,745.8614424,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,737.2816733,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,775.8793167,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,797.3596572,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,843.2861666,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,897.6360992,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,909.1881946,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,934.3000897,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,966.5704764,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,965.8641598,,
AUS,Australia,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,1035.628635,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2000,2000,4.00705784,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2001,2001,3.983620205,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2002,2002,3.749865915,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2003,2003,2.874528631,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2004,2004,2.378743825,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2005,2005,2.34407129,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2006,2006,2.305400599,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2008,2008,3.383479085,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2009,2009,3.350288219,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2010,2010,3.836904234,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2011,2011,2.274958926,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2012,2012,2.494380342,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2013,2013,2.389938146,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2015,2015,2.712821419,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2016,2016,2.647570993,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2017,2017,2.675521829,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2018,2018,2.436766247,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2019,2019,2.500599926,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2020,2020,2.446210431,,
AUT,Austria,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2021,2021,2.269099741,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2000,2000,98.67621386,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2001,2001,97.8327947,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2002,2002,99.47491678,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2003,2003,92.83016043,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2004,2004,87.74999798,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2005,2005,90.05328137,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2006,2006,93.75905908,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2008,2008,175.6700959,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2009,2009,161.3274471,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2010,2010,179.965239,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2011,2011,117.029049,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2012,2012,121.1393939,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2013,2013,121.244276,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2015,2015,119.8954169,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2016,2016,119.9551133,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2017,2017,126.8976783,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2018,2018,125.4119186,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2019,2019,125.2060829,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2020,2020,119.3976941,,
AUT,Austria,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2021,2021,121.7093241,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.037743462,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.038873045,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.038492699,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.037214936,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.035780903,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.03521836,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.040101882,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.03771529,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.039881688,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.037787881,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.038115685,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.045321313,,
AUT,Austria,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.045609807,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,1392.326767,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,1493.40391,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,1565.471642,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,1745.952227,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,1857.743007,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,1695.880406,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,1880.929105,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,1940.160109,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,1936.851178,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,1917.022089,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,1973.873777,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,2003.013411,,
AUT,Austria,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,2066.471337,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2000,2000,273.1092262,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2001,2001,284.861305,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2002,2002,210.6679789,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2011,2011,17.72032519,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2000,2000,178.9131029,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2001,2001,200.4486389,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2002,2002,160.7626087,,
AZE,Azerbaijan,IND-EQUI-RAILTONS-PC,Rail freight loading capacity per one thousand inhabitants,2011,2011,127.4059253,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2004,2004,0.123458054,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2005,2005,0.085404528,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2006,2006,0.05189232,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2007,2007,0.030918425,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2008,2008,0.02075681,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2009,2009,0.025828975,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2010,2010,0.031671872,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2011,2011,0.028245065,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2012,2012,0.03019536,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2013,2013,0.029559364,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2014,2014,0.029315525,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2015,2015,0.041755147,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-GDP,Available seat capacity for scheduled flight per one thousand units of current USD GDP,2016,2016,0.064186896,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2004,2004,129.0153494,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2005,2005,134.7997164,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2006,2006,128.3274894,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2007,2007,119.0770629,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2008,2008,115.7081726,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2009,2009,127.8637453,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2010,2010,185.0641218,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2011,2011,203.0768939,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2012,2012,226.3403496,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2013,2013,232.7902013,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2014,2014,231.3238307,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2015,2015,229.6743373,,
AZE,Azerbaijan,IND-EQUI-AIRSEATS-PC,Available seat capacity for scheduled flight per one thousand inhabitants,2016,2016,249.0891401,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2002,2002,98.81478507,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2003,2003,81.8769474,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2004,2004,65.84225893,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2005,2005,55.87073383,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2006,2006,44.92139898,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2007,2007,36.6291534,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2008,2008,27.57410567,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2009,2009,29.70284886,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2010,2010,31.47158939,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2011,2011,27.87292094,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2012,2012,32.60677424,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2013,2013,29.38364526,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2014,2014,27.66494218,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2015,2015,36.75166874,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2016,2016,40.16405292,,
BLR,Belarus,IND-EQUI-RAILTONS-GDP,Rail freight loading capacity per one million units of current USD GDP,2017,2017,33.45309139,,
